PRIM_STATE,AREA,AREA_NAME,OCC_TITLE,A_MEAN,Rent50_3,Ratio
WA,44060,"Spokane, WA","Software Developers, Systems Software","91,840",1120,14.63%
KY,31140,"Louisville-Jefferson County, KY-IN","Software Developers, Systems Software","85,680",1045,14.64%
FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL","Software Developers, Systems Software","76,970",939,14.64%
IL,44100,"Springfield, IL","Software Developers, Systems Software","84,840",1036,14.65%
VA,25500,"Harrisonburg, VA","Software Developers, Systems Software","81,600",1000,14.71%
GA,12260,"Augusta-Richmond County, GA-SC","Software Developers, Systems Software","86,490",1061,14.72%
TN,28940,"Knoxville, TN","Software Developers, Systems Software","89,670",1101,14.73%
WI,11540,"Appleton, WI","Software Developers, Systems Software","86,620",1065,14.75%
MA,78254,"Taunton-Norton-Raynham, MA NECTA Division","Software Developers, Systems Software","114,060",1405,14.78%
WI,33340,"Milwaukee-Waukesha-West Allis, WI","Software Developers, Systems Software","88,990",1100,14.83%
IA,11180,"Ames, IA","Software Developers, Systems Software","85,590",1070,15.00%
NJ,20764,"Edison-New Brunswick, NJ Metropolitan Division","Software Developers, Systems Software","100,760",1263,15.04%
LA,29340,"Lake Charles, LA","Software Developers, Systems Software","82,650",1041,15.11%
SD,43620,"Sioux Falls, SD","Software Developers, Systems Software","88,380",1115,15.14%
SC,43900,"Spartanburg, SC","Software Developers, Systems Software","75,580",964,15.31%
TX,18580,"Corpus Christi, TX","Software Developers, Systems Software","92,650",1182,15.31%
NM,42140,"Santa Fe, NM","Software Developers, Systems Software","108,470",1389,15.37%
OH,17460,"Cleveland-Elyria-Mentor, OH","Software Developers, Systems Software","83,660",1073,15.39%
IL,14060,"Bloomington-Normal, IL","Software Developers, Systems Software","105,870",1363,15.45%
CA,33700,"Modesto, CA","Software Developers, Systems Software","110,080",1418,15.46%
WV,16620,"Charleston, WV","Software Developers, Systems Software","79,390",1024,15.48%
PA,25420,"Harrisburg-Carlisle, PA","Software Developers, Systems Software","90,260",1165,15.49%
MD,12580,"Baltimore-Towson, MD","Software Developers, Systems Software","123,860",1599,15.49%
KS,45820,"Topeka, KS","Software Developers, Systems Software","83,480",1078,15.50%
KS,31740,"Manhattan, KS","Software Developers, Systems Software","92,610",1197,15.51%
TX,13140,"Beaumont-Port Arthur, TX","Software Developers, Systems Software","89,260",1155,15.53%
MI,22420,"Flint, MI","Software Developers, Systems Software","76,260",988,15.55%
OK,46140,"Tulsa, OK","Software Developers, Systems Software","82,220",1066,15.56%
NM,29740,"Las Cruces, NM","Software Developers, Systems Software","86,550",1123,15.57%
TX,11100,"Amarillo, TX","Software Developers, Systems Software","82,410",1070,15.58%
PA,42540,"Scranton--Wilkes-Barre, PA","Software Developers, Systems Software","72,540",942,15.58%
FL,36740,"Orlando-Kissimmee-Sanford, FL","Software Developers, Systems Software","106,250",1380,15.59%
TN,32820,"Memphis, TN-MS-AR","Software Developers, Systems Software","87,770",1142,15.61%
NY,10580,"Albany-Schenectady-Troy, NY","Software Developers, Systems Software","94,370",1229,15.63%
MI,24340,"Grand Rapids-Wyoming, MI","Software Developers, Systems Software","87,840",1144,15.63%
MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division","Software Developers, Systems Software","117,930",1536,15.63%
NE,36540,"Omaha-Council Bluffs, NE-IA","Software Developers, Systems Software","86,180",1123,15.64%
CO,22660,"Fort Collins-Loveland, CO","Software Developers, Systems Software","107,420",1401,15.65%
MI,29620,"Lansing-East Lansing, MI","Software Developers, Systems Software","83,390",1089,15.67%
LA,43340,"Shreveport-Bossier City, LA","Software Developers, Systems Software","76,890",1005,15.68%
PA,39740,"Reading, PA","Software Developers, Systems Software","87,320",1143,15.71%
SC,34820,"Myrtle Beach-North Myrtle Beach-Conway, SC","Software Developers, Systems Software","81,270",1064,15.71%
UT,36260,"Ogden-Clearfield, UT","Software Developers, Systems Software","87,750",1149,15.71%
GA,12060,"Atlanta-Sandy Springs-Marietta, GA","Software Developers, Systems Software","96,320",1263,15.74%
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division","Software Developers, Systems Software","99,060",1302,15.77%
MN,41060,"St. Cloud, MN","Software Developers, Systems Software","78,740",1035,15.77%
AR,22900,"Fort Smith, AR-OK","Software Developers, Systems Software","64,400",850,15.84%
FL,29460,"Lakeland-Winter Haven, FL","Software Developers, Systems Software","88,690",1177,15.93%
CT,78700,"Waterbury, CT","Software Developers, Systems Software","95,480",1268,15.94%
NM,10740,"Albuquerque, NM","Software Developers, Systems Software","92,560",1230,15.95%
NC,11700,"Asheville, NC","Software Developers, Systems Software","73,570",990,16.15%
IL,16974,"Chicago-Joliet-Naperville, IL Metropolitan Division","Software Developers, Systems Software","98,790",1331,16.17%
OR,21660,"Eugene-Springfield, OR","Software Developers, Systems Software","94,110",1270,16.19%
GA,10500,"Albany, GA","Software Developers, Systems Software","91,020",1229,16.20%
KY,30460,"Lexington-Fayette, KY","Software Developers, Systems Software","81,060",1095,16.21%
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Software Developers, Systems Software","88,750",1199,16.21%
NJ,12100,"Atlantic City-Hammonton, NJ","Software Developers, Systems Software","93,460",1263,16.22%
OH,17140,"Cincinnati-Middletown, OH-KY-IN","Software Developers, Systems Software","80,280",1086,16.23%
IN,26900,"Indianapolis-Carmel, IN","Software Developers, Systems Software","81,430",1104,16.27%
NC,48900,"Wilmington, NC","Software Developers, Systems Software","84,520",1146,16.27%
MO,28140,"Kansas City, MO-KS","Software Developers, Systems Software","91,620",1243,16.28%
MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division","Software Developers, Systems Software","88,490",1206,16.35%
PA,38300,"Pittsburgh, PA","Software Developers, Systems Software","78,340",1069,16.37%
FL,37340,"Palm Bay-Melbourne-Titusville, FL","Software Developers, Systems Software","91,480",1260,16.53%
VA,40060,"Richmond, VA","Software Developers, Systems Software","93,890",1294,16.54%
CA,44700,"Stockton, CA","Software Developers, Systems Software","105,300",1453,16.56%
SC,24860,"Greenville-Mauldin-Easley, SC","Software Developers, Systems Software","75,240",1041,16.60%
WI,48140,"Wausau, WI","Software Developers, Systems Software","71,460",990,16.62%
AZ,46060,"Tucson, AZ","Software Developers, Systems Software","90,130",1251,16.66%
KS,29940,"Lawrence, KS","Software Developers, Systems Software","87,760",1221,16.70%
WI,20740,"Eau Claire, WI","Software Developers, Systems Software","83,250",1163,16.76%
UT,41620,"Salt Lake City, UT","Software Developers, Systems Software","94,270",1318,16.78%
PR,41980,"San Juan-Caguas-Guaynabo, PR","Software Developers, Systems Software","62,720",877,16.78%
OR,38900,"Portland-Vancouver-Hillsboro, OR-WA","Software Developers, Systems Software","102,090",1428,16.79%
OK,36420,"Oklahoma City, OK","Software Developers, Systems Software","74,830",1054,16.90%
VA,13980,"Blacksburg-Christiansburg-Radford, VA","Software Developers, Systems Software","75,950",1071,16.92%
MA,72104,"Brockton-Bridgewater-Easton, MA NECTA Division","Software Developers, Systems Software","109,450",1555,17.05%
GA,19140,"Dalton, GA","Software Developers, Systems Software","91,320",1302,17.11%
MD,25180,"Hagerstown-Martinsburg, MD-WV","Software Developers, Systems Software","100,600",1436,17.13%
IN,21780,"Evansville, IN-KY","Software Developers, Systems Software","70,160",1003,17.16%
FL,23540,"Gainesville, FL","Software Developers, Systems Software","87,190",1247,17.16%
PA,10900,"Allentown-Bethlehem-Easton, PA-NJ","Software Developers, Systems Software","90,520",1298,17.21%
MA,78100,"Springfield, MA-CT","Software Developers, Systems Software","87,780",1260,17.22%
CT,76450,"Norwich-New London, CT-RI","Software Developers, Systems Software","98,180",1412,17.26%
NH,75404,"Nashua, NH-MA NECTA Division","Software Developers, Systems Software","117,420",1696,17.33%
ND,13900,"Bismarck, ND","Software Developers, Systems Software","73,890",1071,17.39%
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Software Developers, Systems Software","97,880",1419,17.40%
PA,29540,"Lancaster, PA","Software Developers, Systems Software","85,670",1245,17.44%
CO,19740,"Denver-Aurora-Broomfield, CO","Software Developers, Systems Software","103,270",1504,17.48%
LA,12940,"Baton Rouge, LA","Software Developers, Systems Software","72,930",1064,17.51%
FL,27260,"Jacksonville, FL","Software Developers, Systems Software","89,630",1311,17.55%
PA,49620,"York-Hanover, PA","Software Developers, Systems Software","78,100",1148,17.64%
WA,45104,"Tacoma, WA Metropolitan Division","Software Developers, Systems Software","106,290",1563,17.65%
TX,12420,"Austin-Round Rock-San Marcos, TX","Software Developers, Systems Software","98,850",1454,17.65%
CO,24540,"Greeley, CO","Software Developers, Systems Software","74,480",1103,17.77%
FL,45300,"Tampa-St. Petersburg-Clearwater, FL","Software Developers, Systems Software","91,080",1349,17.77%
AZ,38060,"Phoenix-Mesa-Glendale, AZ","Software Developers, Systems Software","95,070",1410,17.80%
MO,44180,"Springfield, MO","Software Developers, Systems Software","68,860",1022,17.81%
NJ,45940,"Trenton-Ewing, NJ","Software Developers, Systems Software","114,680",1705,17.84%
GA,42340,"Savannah, GA","Software Developers, Systems Software","81,920",1218,17.84%
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO","Software Developers, Systems Software","72,460",1080,17.89%
AL,33660,"Mobile, AL","Software Developers, Systems Software","74,670",1115,17.92%
WI,24580,"Green Bay, WI","Software Developers, Systems Software","69,800",1043,17.93%
MS,37700,"Pascagoula, MS","Software Developers, Systems Software","80,290",1208,18.05%
WV,34060,"Morgantown, WV","Software Developers, Systems Software","74,090",1115,18.06%
ME,76750,"Portland-South Portland-Biddeford, ME","Software Developers, Systems Software","94,570",1428,18.12%
PA,37964,"Philadelphia, PA Metropolitan Division","Software Developers, Systems Software","92,980",1414,18.25%
CA,40140,"Riverside-San Bernardino-Ontario, CA","Software Developers, Systems Software","103,390",1582,18.36%
CT,73450,"Hartford-West Hartford-East Hartford, CT","Software Developers, Systems Software","95,220",1457,18.36%
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division","Software Developers, Systems Software","115,800",1777,18.41%
MA,74204,"Lawrence-Methuen-Salem, MA-NH NECTA Division","Software Developers, Systems Software","94,070",1448,18.47%
PA,44300,"State College, PA","Software Developers, Systems Software","85,020",1311,18.50%
AR,30780,"Little Rock-North Little Rock-Conway, AR","Software Developers, Systems Software","70,860",1098,18.59%
GA,23580,"Gainesville, GA","Software Developers, Systems Software","71,670",1111,18.60%
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division","Software Developers, Systems Software","120,690",1875,18.64%
GA,31420,"Macon, GA","Software Developers, Systems Software","71,340",1110,18.67%
VA,16820,"Charlottesville, VA","Software Developers, Systems Software","86,130",1351,18.82%
FL,45220,"Tallahassee, FL","Software Developers, Systems Software","78,660",1236,18.86%
TN,16860,"Chattanooga, TN-GA","Software Developers, Systems Software","85,850",1351,18.88%
IN,23844,"Gary, IN Metropolitan Division","Software Developers, Systems Software","67,770",1070,18.95%
LA,35380,"New Orleans-Metairie-Kenner, LA","Software Developers, Systems Software","79,810",1268,19.07%
NH,76900,"Portsmouth, NH-ME","Software Developers, Systems Software","97,870",1559,19.12%
TX,31180,"Lubbock, TX","Software Developers, Systems Software","75,010",1195,19.12%
NY,21300,"Elmira, NY","Software Developers, Systems Software","68,250",1088,19.13%
MD,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division","Software Developers, Systems Software","103,010",1658,19.31%
FL,34940,"Naples-Marco Island, FL","Software Developers, Systems Software","87,880",1424,19.44%
VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Software Developers, Systems Software","96,310",1562,19.46%
ND,22020,"Fargo, ND-MN","Software Developers, Systems Software","65,120",1067,19.66%
NV,39900,"Reno-Sparks, NV","Software Developers, Systems Software","88,410",1449,19.67%
NJ,15804,"Camden, NJ Metropolitan Division","Software Developers, Systems Software","97,690",1604,19.70%
CA,42220,"Santa Rosa-Petaluma, CA","Software Developers, Systems Software","118,780",1960,19.80%
CO,14500,"Boulder, CO","Software Developers, Systems Software","119,300",1970,19.82%
SC,16700,"Charleston-North Charleston-Summerville, SC","Software Developers, Systems Software","74,880",1239,19.86%
WI,31540,"Madison, WI","Software Developers, Systems Software","78,880",1315,20.01%
CA,42060,"Santa Barbara-Santa Maria-Goleta, CA","Software Developers, Systems Software","114,970",1918,20.02%
CT,75700,"New Haven, CT","Software Developers, Systems Software","90,700",1523,20.15%
MA,71654,"Boston-Cambridge-Quincy, MA NECTA Division","Software Developers, Systems Software","116,270",1970,20.33%
MT,33540,"Missoula, MT","Software Developers, Systems Software","75,480",1283,20.40%
MA,70900,"Barnstable Town, MA","Software Developers, Systems Software","96,310",1649,20.55%
SC,17900,"Columbia, SC","Software Developers, Systems Software","65,200",1117,20.56%
CT,71950,"Bridgeport-Stamford-Norwalk, CT","Software Developers, Systems Software","94,970",1642,20.75%
CA,42020,"San Luis Obispo-Paso Robles, CA","Software Developers, Systems Software","109,030",1905,20.97%
PA,11020,"Altoona, PA","Software Developers, Systems Software","53,750",941,21.01%
CA,17020,"Chico, CA","Software Developers, Systems Software","75,710",1331,21.10%
MS,25060,"Gulfport-Biloxi, MS","Software Developers, Systems Software","64,510",1137,21.15%
FL,48424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metropolitan Division","Software Developers, Systems Software","91,840",1623,21.21%
NY,27060,"Ithaca, NY","Software Developers, Systems Software","95,190",1687,21.27%
NY,39100,"Poughkeepsie-Newburgh-Middletown, NY","Software Developers, Systems Software","94,060",1672,21.33%
CA,41500,"Salinas, CA","Software Developers, Systems Software","107,040",1928,21.61%
CA,41940,"San Jose-Sunnyvale-Santa Clara, CA","Software Developers, Systems Software","138,410",2503,21.70%
CA,41740,"San Diego-Carlsbad-San Marcos, CA","Software Developers, Systems Software","117,990",2134,21.70%
TX,46340,"Tyler, TX","Software Developers, Systems Software","67,730",1226,21.72%
NV,29820,"Las Vegas-Paradise, NV","Software Developers, Systems Software","81,980",1530,22.40%
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division","Software Developers, Systems Software","124,220",2370,22.89%
DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","Software Developers, Systems Software","110,780",2127,23.04%
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA","Software Developers, Systems Software","113,510",2192,23.17%
CA,46700,"Vallejo-Fairfield, CA","Software Developers, Systems Software","93,870",1824,23.32%
IA,26980,"Iowa City, IA","Software Developers, Systems Software","67,050",1335,23.89%
FL,33124,"Miami-Miami Beach-Kendall, FL Metropolitan Division","Software Developers, Systems Software","86,090",1722,24.00%
NY,35644,"New York-White Plains-Wayne, NY-NJ Metropolitan Division","Software Developers, Systems Software","113,700",2356,24.87%
LA,29180,"Lafayette, LA","Software Developers, Systems Software","52,720",1108,25.22%
FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division","Software Developers, Systems Software","85,360",1797,25.26%
TX,21340,"El Paso, TX","Software Developers, Systems Software","54,270",1151,25.45%
CT,72850,"Danbury, CT","Software Developers, Systems Software","99,110",2112,25.57%
NY,35004,"Nassau-Suffolk, NY Metropolitan Division","Software Developers, Systems Software","104,090",2286,26.35%
LA,33740,"Monroe, LA","Software Developers, Systems Software","69,450",2003,34.61%
CA,41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division","Software Developers, Systems Software","120,400",3637,36.25%
HI,26180,"Honolulu, HI","Software Developers, Systems Software","85,570",2682,37.61%
CT,72850,"Danbury, CT",Web Developers,"77,920",955,14.71%
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",Web Developers,"70,390",905,15.43%
WA,13380,"Bellingham, WA",Web Developers,"60,120",793,15.83%
GA,12060,"Atlanta-Sandy Springs-Marietta, GA",Web Developers,"78,060",1047,16.10%
OH,49660,"Youngstown-Warren-Boardman, OH-PA",Web Developers,"63,120",865,16.44%
NC,49180,"Winston-Salem, NC",Web Developers,"76,180",1066,16.79%
WV,48540,"Wheeling, WV-OH",Web Developers,"55,270",788,17.11%
CA,42100,"Santa Cruz-Watsonville, CA",Web Developers,"61,890",883,17.12%
MI,29620,"Lansing-East Lansing, MI",Web Developers,"75,670",1089,17.27%
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",Web Developers,"75,030",1080,17.27%
MS,27140,"Jackson, MS",Web Developers,"71,490",1030,17.29%
SC,24860,"Greenville-Mauldin-Easley, SC",Web Developers,"72,150",1041,17.31%
MN,20260,"Duluth, MN-WI",Web Developers,"66,950",971,17.40%
PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",Web Developers,"65,050",949,17.51%
SD,43620,"Sioux Falls, SD",Web Developers,"74,340",1115,18.00%
VT,72400,"Burlington-South Burlington, VT",Web Developers,"70,030",1051,18.01%
WI,11540,"Appleton, WI",Web Developers,"53,030",797,18.04%
MO,41180,"St. Louis, MO-IL",Web Developers,"63,920",964,18.10%
OH,17460,"Cleveland-Elyria-Mentor, OH",Web Developers,"62,370",950,18.28%
TX,12420,"Austin-Round Rock-San Marcos, TX",Web Developers,"70,690",1077,18.28%
OR,18700,"Corvallis, OR",Web Developers,"65,590",1002,18.33%
NC,11700,"Asheville, NC",Web Developers,"51,840",793,18.36%
OH,19380,"Dayton, OH",Web Developers,"51,310",787,18.41%
MO,27900,"Joplin, MO",Web Developers,"57,500",896,18.70%
NC,25860,"Hickory-Lenoir-Morganton, NC",Web Developers,"53,430",836,18.78%
GA,31420,"Macon, GA",Web Developers,"70,870",1110,18.79%
NY,46540,"Utica-Rome, NY",Web Developers,"70,440",1105,18.82%
IL,16580,"Champaign-Urbana, IL",Web Developers,"59,720",937,18.83%
VA,31340,"Lynchburg, VA",Web Developers,"56,610",897,19.01%
IL,29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",Web Developers,"60,120",953,19.02%
NC,24660,"Greensboro-High Point, NC",Web Developers,"64,670",1034,19.19%
FL,18880,"Crestview-Fort Walton Beach-Destin, FL",Web Developers,"57,060",913,19.20%
TX,32580,"McAllen-Edinburg-Mission, TX",Web Developers,"54,560",878,19.31%
OH,18140,"Columbus, OH",Web Developers,"72,290",1164,19.32%
MO,17860,"Columbia, MO",Web Developers,"58,260",942,19.40%
NM,10740,"Albuquerque, NM",Web Developers,"64,870",1050,19.42%
MN,41060,"St. Cloud, MN",Web Developers,"63,560",1035,19.54%
MT,13740,"Billings, MT",Web Developers,"53,250",870,19.61%
IA,19340,"Davenport-Moline-Rock Island, IA-IL",Web Developers,"54,490",893,19.67%
MA,75550,"New Bedford, MA",Web Developers,"67,190",1102,19.68%
IL,37900,"Peoria, IL",Web Developers,"60,590",997,19.75%
OH,17140,"Cincinnati-Middletown, OH-KY-IN",Web Developers,"65,390",1086,19.93%
PA,42540,"Scranton--Wilkes-Barre, PA",Web Developers,"56,630",942,19.96%
IA,16300,"Cedar Rapids, IA",Web Developers,"60,840",1016,20.04%
IN,23060,"Fort Wayne, IN",Web Developers,"54,160",905,20.05%
AL,26620,"Huntsville, AL",Web Developers,"60,450",1015,20.15%
VA,40220,"Roanoke, VA",Web Developers,"59,830",1005,20.16%
IA,19780,"Des Moines-West Des Moines, IA",Web Developers,"67,360",1140,20.31%
NJ,20764,"Edison-New Brunswick, NJ Metropolitan Division",Web Developers,"74,600",1263,20.32%
MI,11460,"Ann Arbor, MI",Web Developers,"58,390",990,20.35%
WA,44060,"Spokane, WA",Web Developers,"65,760",1120,20.44%
OR,13460,"Bend, OR",Web Developers,"58,220",992,20.45%
NC,39580,"Raleigh-Cary, NC",Web Developers,"68,190",1167,20.54%
PA,44300,"State College, PA",Web Developers,"76,500",1311,20.56%
FL,15980,"Cape Coral-Fort Myers, FL",Web Developers,"53,830",923,20.58%
MA,79600,"Worcester, MA-CT",Web Developers,"73,040",1258,20.67%
AK,11260,"Anchorage, AK",Web Developers,"61,640",1064,20.71%
FL,27260,"Jacksonville, FL",Web Developers,"75,510",1311,20.83%
IL,16974,"Chicago-Joliet-Naperville, IL Metropolitan Division",Web Developers,"67,150",1169,20.89%
VA,13980,"Blacksburg-Christiansburg-Radford, VA",Web Developers,"61,420",1071,20.92%
NE,36540,"Omaha-Council Bluffs, NE-IA",Web Developers,"64,310",1123,20.95%
IN,43780,"South Bend-Mishawaka, IN-MI",Web Developers,"54,390",957,21.11%
TX,47380,"Waco, TX",Web Developers,"59,650",1052,21.16%
NC,20500,"Durham-Chapel Hill, NC",Web Developers,"65,830",1162,21.18%
NY,10580,"Albany-Schenectady-Troy, NY",Web Developers,"62,820",1115,21.30%
FL,37460,"Panama City-Lynn Haven-Panama City Beach, FL",Web Developers,"69,960",1244,21.34%
NY,15380,"Buffalo-Niagara Falls, NY",Web Developers,"51,220",917,21.48%
MA,74804,"Lowell-Billerica-Chelmsford, MA-NH NECTA Division",Web Developers,"85,620",1536,21.53%
TN,28940,"Knoxville, TN",Web Developers,"61,230",1101,21.58%
CO,17820,"Colorado Springs, CO",Web Developers,"54,410",979,21.59%
RI,77200,"Providence-Fall River-Warwick, RI-MA",Web Developers,"68,010",1226,21.63%
TX,18580,"Corpus Christi, TX",Web Developers,"57,470",1038,21.67%
OK,46140,"Tulsa, OK",Web Developers,"59,000",1066,21.68%
TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",Web Developers,"69,520",1258,21.71%
TX,19124,"Dallas-Plano-Irving, TX Metropolitan Division",Web Developers,"71,600",1302,21.82%
WI,33340,"Milwaukee-Waukesha-West Allis, WI",Web Developers,"60,390",1100,21.86%
UT,36260,"Ogden-Clearfield, UT",Web Developers,"62,680",1149,22.00%
IN,21140,"Elkhart-Goshen, IN",Web Developers,"50,930",934,22.01%
IA,26980,"Iowa City, IA",Web Developers,"72,570",1335,22.08%
GA,12020,"Athens-Clarke County, GA",Web Developers,"56,880",1047,22.09%
MI,22420,"Flint, MI",Web Developers,"53,520",988,22.15%
SC,17900,"Columbia, SC",Web Developers,"57,630",1064,22.16%
VA,40060,"Richmond, VA",Web Developers,"69,840",1294,22.23%
WI,36780,"Oshkosh-Neenah, WI",Web Developers,"48,870",907,22.27%
MI,24340,"Grand Rapids-Wyoming, MI",Web Developers,"58,860",1093,22.28%
IA,47940,"Waterloo-Cedar Falls, IA",Web Developers,"55,020",1022,22.29%
ID,17660,"Coeur d'Alene, ID",Web Developers,"45,370",852,22.53%
KY,30460,"Lexington-Fayette, KY",Web Developers,"58,090",1095,22.62%
UT,39340,"Provo-Orem, UT",Web Developers,"58,250",1102,22.70%
PA,38300,"Pittsburgh, PA",Web Developers,"56,400",1069,22.74%
PA,48700,"Williamsport, PA",Web Developers,"49,280",935,22.77%
AR,30780,"Little Rock-North Little Rock-Conway, AR",Web Developers,"57,830",1098,22.78%
NM,29740,"Las Cruces, NM",Web Developers,"59,130",1123,22.79%
WA,28420,"Kennewick-Pasco-Richland, WA",Web Developers,"55,510",1056,22.83%
AL,13820,"Birmingham-Hoover, AL",Web Developers,"54,540",1042,22.93%
MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",Web Developers,"63,060",1206,22.95%
TX,26420,"Houston-Sugar Land-Baytown, TX",Web Developers,"65,740",1264,23.07%
NE,30700,"Lincoln, NE",Web Developers,"43,650",842,23.15%
IN,26900,"Indianapolis-Carmel, IN",Web Developers,"57,230",1104,23.15%
GA,12260,"Augusta-Richmond County, GA-SC",Web Developers,"54,890",1061,23.20%
KY,31140,"Louisville-Jefferson County, KY-IN",Web Developers,"54,060",1045,23.20%
OH,45780,"Toledo, OH",Web Developers,"50,230",972,23.22%
TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Web Developers,"61,910",1199,23.24%
SC,16700,"Charleston-North Charleston-Summerville, SC",Web Developers,"61,150",1187,23.29%
KS,48620,"Wichita, KS",Web Developers,"56,290",1094,23.32%
IN,29140,"Lafayette, IN",Web Developers,"55,130",1072,23.33%
TX,28660,"Killeen-Temple-Fort Hood, TX",Web Developers,"59,770",1164,23.37%
GA,17980,"Columbus, GA-AL",Web Developers,"53,740",1053,23.51%
TX,41700,"San Antonio-New Braunfels, TX",Web Developers,"60,550",1189,23.56%
IN,21780,"Evansville, IN-KY",Web Developers,"51,060",1003,23.57%
LA,26380,"Houma-Bayou Cane-Thibodaux, LA",Web Developers,"53,970",1064,23.66%
PA,21500,"Erie, PA",Web Developers,"45,600",899,23.66%
ND,22020,"Fargo, ND-MN",Web Developers,"54,060",1067,23.68%
CA,12540,"Bakersfield-Delano, CA",Web Developers,"51,190",1012,23.72%
CT,73450,"Hartford-West Hartford-East Hartford, CT",Web Developers,"73,640",1457,23.74%
PA,25420,"Harrisburg-Carlisle, PA",Web Developers,"58,770",1165,23.79%
OK,36420,"Oklahoma City, OK",Web Developers,"53,060",1054,23.84%
MI,26100,"Holland-Grand Haven, MI",Web Developers,"57,580",1149,23.95%
PA,49620,"York-Hanover, PA",Web Developers,"57,430",1148,23.99%
VA,16820,"Charlottesville, VA",Web Developers,"58,400",1168,24.00%
OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",Web Developers,"71,210",1428,24.06%
FL,37340,"Palm Bay-Melbourne-Titusville, FL",Web Developers,"62,680",1260,24.12%
OH,10420,"Akron, OH",Web Developers,"51,560",1039,24.18%
WI,24580,"Green Bay, WI",Web Developers,"51,710",1043,24.20%
UT,30860,"Logan, UT-ID",Web Developers,"46,260",935,24.25%
IN,23844,"Gary, IN Metropolitan Division",Web Developers,"52,890",1070,24.28%
WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",Web Developers,"87,520",1777,24.36%
NY,40380,"Rochester, NY",Web Developers,"54,660",1112,24.41%
NM,42140,"Santa Fe, NM",Web Developers,"68,200",1389,24.44%
MA,78100,"Springfield, MA-CT",Web Developers,"61,590",1260,24.55%
FL,45220,"Tallahassee, FL",Web Developers,"60,340",1236,24.58%
KS,45820,"Topeka, KS",Web Developers,"52,600",1078,24.59%
FL,39460,"Punta Gorda, FL",Web Developers,"63,080",1295,24.64%
NY,45060,"Syracuse, NY",Web Developers,"53,770",1111,24.79%
LA,29180,"Lafayette, LA",Web Developers,"53,610",1108,24.80%
FL,29460,"Lakeland-Winter Haven, FL",Web Developers,"56,920",1177,24.81%
LA,12940,"Baton Rouge, LA",Web Developers,"51,220",1064,24.93%
CT,71950,"Bridgeport-Stamford-Norwalk, CT",Web Developers,"69,270",1446,25.05%
MD,13644,"Bethesda-Rockville-Frederick, MD Metropolitan Division",Web Developers,"79,280",1656,25.07%
MN,40340,"Rochester, MN",Web Developers,"57,800",1208,25.08%
PA,39740,"Reading, PA",Web Developers,"54,640",1143,25.10%
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Web Developers,"67,630",1419,25.18%
PA,37964,"Philadelphia, PA Metropolitan Division",Web Developers,"67,040",1414,25.31%
AZ,38060,"Phoenix-Mesa-Glendale, AZ",Web Developers,"66,690",1410,25.37%
OR,21660,"Eugene-Springfield, OR",Web Developers,"59,800",1270,25.48%
TN,32820,"Memphis, TN-MS-AR",Web Developers,"53,680",1142,25.53%
FL,23540,"Gainesville, FL",Web Developers,"58,560",1247,25.55%
TX,30980,"Longview, TX",Web Developers,"50,290",1071,25.56%
MD,12580,"Baltimore-Towson, MD",Web Developers,"74,850",1599,25.64%
MO,28140,"Kansas City, MO-KS",Web Developers,"58,090",1243,25.68%
AR,22900,"Fort Smith, AR-OK",Web Developers,"39,690",850,25.70%
FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Web Developers,"43,700",939,25.78%
MI,28020,"Kalamazoo-Portage, MI",Web Developers,"46,510",1000,25.80%
FL,45300,"Tampa-St. Petersburg-Clearwater, FL",Web Developers,"61,870",1349,26.16%
GA,42340,"Savannah, GA",Web Developers,"55,620",1218,26.28%
OR,41420,"Salem, OR",Web Developers,"54,880",1207,26.39%
